paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info
[0308],oleic acid,,,,True,Fatty acid moiety
[0308],linoleic acid,,,,True,Fatty acid moiety
[0308],alpha-linolenic acid,,,,True,Fatty acid moiety
[0308],erucic acid,,,,True,Fatty acid moiety
[0308],phytanoic acid,,,,True,Fatty acid moiety
[0308],arachidic acid,,,,True,Fatty acid moiety
[0308],arachidonic acid,,,,True,Fatty acid moiety
[0308],eicosapentaenoic acid,,,,True,Fatty acid moiety
[0308],behenic acid,,,,True,Fatty acid moiety
[0308],docosapentaenoic acid,,,,True,Fatty acid moiety
[0308],docosahexaenoic acid,,,,True,Fatty acid moiety
[0309],"1,2-distearoyl-sn-glycero-3-phosphocholine",,,,False,Phospholipid
[0309],DSPC,,,,False,Phospholipid
[0309],"1,2-dioleoyl-sn-glycero-3-phosphoethanolamine",,,,False,Phospholipid
[0309],DOPE,,,,False,Phospholipid
[0309],"1,2-dilinoleoyl-sn-glycero-3-phosphocholine",,,,False,Phospholipid
[0309],DLPC,,,,False,Phospholipid
[0309],"1,2-dimyristoyl-sn-glycero-phosphocholine",,,,False,Phospholipid
[0309],DMPC,,,,False,Phospholipid
[0309],"1,2-dioleoyl-sn-glycero-3-phosphocholine",,,,False,Phospholipid
[0309],DOPC,,,,False,Phospholipid
[0309],"1,2-dipalmitoyl-sn-glycero-3-phosphocholine",,,,False,Phospholipid
[0309],DPPC,,,,False,Phospholipid
[0309],"1,2-diundecanoyl-sn-glycero-phosphocholine",,,,False,Phospholipid
[0309],DUPC,,,,False,Phospholipid
[0309],1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,,,,False,Phospholipid
[0309],POPC,,,,False,Phospholipid
[0309],"1,2-di-O-octadecenyl-sn-glycero-3-phosphocholine",,,,False,18:0 Diether PC
[0309],1-oleoyl-2-cholesterylhemisuccinoyl-sn-glycero-3-phosphocholine,,,,False,OChemsPC
[0309],1-hexadecyl-sn-glycero-3-phosphocholine,,,,False,C16 Lyso PC
[0309],"1,2-dilinolenoyl-sn-glycero-3-phosphocholine",,,,False,Phospholipid
[0309],"1,2-diarachidonoyl-sn-glycero-3-phosphocholine",,,,False,Phospholipid
[0309],"1,2-didocosahexaenoyl-sn-glycero-3-phosphocholine",,,,False,Phospholipid
[0309],"1,2-diphytanoyl-sn-glycero-3-phosphoethanolamine",,,,False,ME 16.0 PE
[0309],"1,2-distearoyl-sn-glycero-3-phosphoethanolamine",,,,False,Phospholipid
[0309],"1,2-dilinoleoyl-sn-glycero-3-phosphoethanolamine",,,,False,Phospholipid
[0309],"1,2-dilinolenoyl-sn-glycero-3-phosphoethanolamine",,,,False,Phospholipid
[0309],"1,2-diarachidonoyl-sn-glycero-3-phosphoethanolamine",,,,False,Phospholipid
[0309],"1,2-didocosahexaenoyl-sn-glycero-3-phosphoethanolamine",,,,False,Phospholipid
[0309],"1,2-dioleoyl-sn-glycero-3-phospho-rac-(1-glycerol) sodium salt",,,,False,DOPG
[0309],DOPG,,,,False,Phospholipid
[0309],sphingomyelin,,,,False,Phospholipid
[0310],Glucopyranosyl Lipid Adjuvant,,,,False,Adjuvant
[0310],GLA,,,,False,Adjuvant
[0310],CpG oligodeoxynucleotides,,,,False,Adjuvant
[0310],poly(I:C),,,,False,Adjuvant
[0310],aluminum hydroxide,,,,False,Adjuvant
[0310],Pam3CSK4,,,,False,Adjuvant
[0312],vincristine,,,,False,antineoplastic agent
[0312],doxorubicin,,,,False,antineoplastic agent
[0312],mitoxantrone,,,,False,antineoplastic agent
[0312],camptothecin,,,,False,antineoplastic agent
[0312],cisplatin,,,,False,antineoplastic agent
[0312],bleomycin,,,,False,antineoplastic agent
[0312],cyclophosphamide,,,,False,antineoplastic agent
[0312],methotrexate,,,,False,"antineoplastic agent, antimetabolite, nucleoside analog"
[0312],streptozotocin,,,,False,antineoplastic agent
[0312],actinomycin D,,,,False,antitumor agent
[0312],vinblastine,,,,False,antitumor agent
[0312],cystine arabinoside,,,,False,antitumor agent
[0312],purine analogs,,,,False,"antitumor agent, nucleoside analog"
[0312],pyrimidine analogs,,,,False,"antitumor agent, nucleoside analog"
[0312],dibucaine,,,,False,local anesthetic
[0312],chlorpromazine,,,,False,local anesthetic
[0312],propranolol,,,,False,beta-adrenergic blocker
[0312],timolol,,,,False,beta-adrenergic blocker
[0312],labetolol,,,,False,beta-adrenergic blocker
[0312],clonidine,,,,False,antihypertensive agent
[0312],hydralazine,,,,False,antihypertensive agent
[0312],imipramine,,,,False,anti-depressant
[0312],amitriptyline,,,,False,anti-depressant
[0312],doxepin,,,,False,anti-depressant
[0312],phenytoin,,,,False,anti-conversant
[0312],diphenhydramine,,,,False,antihistamine
[0312],chlorpheniramine,,,,False,antihistamine
[0312],promethazine,,,,False,antihistamine
[0312],gentamycin,,,,False,antibiotic/antibacterial agent
[0312],ciprofloxacin,,,,False,antibiotic/antibacterial agent
[0312],cefoxitin,,,,False,antibiotic/antibacterial agent
[0312],miconazole,,,,False,antifungal agent
[0312],terconazole,,,,False,antifungal agent
[0312],econazole,,,,False,antifungal agent
[0312],isoconazole,,,,False,antifungal agent
[0312],butaconazole,,,,False,antifungal agent
[0312],clotrimazole,,,,False,antifungal agent
[0312],itraconazole,,,,False,antifungal agent
[0312],nystatin,,,,False,antifungal agent
[0312],naftifine,,,,False,antifungal agent
[0312],amphotericin B,,,,False,antifungal agent
[0313],taxol,,,,False,"cytotoxin, anti-mitotic agent"
[0313],cytochalasin B,,,,False,cytotoxin
[0313],gramicidin D,,,,False,cytotoxin
[0313],ethidium bromide,,,,False,cytotoxin
[0313],emetine,,,,False,cytotoxin
[0313],mitomycin,,,,False,cytotoxin
[0313],etoposide,,,,False,cytotoxin
[0313],teniposide,,,,False,cytotoxin
[0313],vincristine,,,,False,"cytotoxin, anti-mitotic agent"
[0313],vinblastine,,,,False,"cytotoxin, anti-mitotic agent"
[0313],colchicine,,,,False,cytotoxin
[0313],doxorubicin,,,,False,"cytotoxin, anthracycline"
[0313],daunorubicin,,,,False,"cytotoxin, anthracycline"
[0313],dihydroxyanthracinedione,,,,False,cytotoxin
[0313],mitoxantrone,,,,False,cytotoxin
[0313],mithramycin,,,,False,cytotoxin
[0313],actinomycin D,,,,False,"cytotoxin, antibiotic"
[0313],1-dehydrotestosterone,,,,False,cytotoxin
[0313],glucocorticoids,,,,False,cytotoxin
[0313],procaine,,,,False,cytotoxin
[0313],tetracaine,,,,False,cytotoxin
[0313],lidocaine,,,,False,cytotoxin
[0313],propranolol,,,,False,cytotoxin
[0313],puromycin,,,,False,cytotoxin
[0313],maytansinoids,,,,False,"cytotoxin, anti-mitotic agent"
[0313],maytansinol,,,,False,cytotoxin
[0313],rachelmycin (CC-1065),,,,False,"cytotoxin, alkylating agent"
[0313],iodine 125,,,,False,radioactive ion
[0313],iodine 131,,,,False,radioactive ion
[0313],strontium 89,,,,False,radioactive ion
[0313],phosphorous,,,,False,radioactive ion
[0313],palladium,,,,False,radioactive ion
[0313],cesium,,,,False,radioactive ion
[0313],iridium,,,,False,radioactive ion
[0313],phosphate,,,,False,radioactive ion
[0313],cobalt,,,,False,radioactive ion
[0313],yttrium 90,,,,False,radioactive ion
[0313],samarium 153,,,,False,radioactive ion
[0313],praseodymium,,,,False,radioactive ion
[0313],dexamethasone,,,,False,corticosteroid
[0313],Compound 3,,,,True,according to Formula (I)
[0313],Compound 18,,,,True,according to Formula (I)
[0313],Compound 20,,,,True,according to Formula (I)
[0313],Compound 25,,,,True,according to Formula (I)
[0313],Compound 26,,,,True,according to Formula (I)
[0313],Compound 29,,,,True,according to Formula (I)
[0313],Compound 30,,,,True,according to Formula (I)
[0313],Compound 60,,,,True,according to Formula (I)
[0313],Compound 108,,,,True,according to Formula (I)
[0313],Compound 109,,,,True,according to Formula (I)
[0313],Compound 110,,,,True,according to Formula (I)
[0313],Compound 111,,,,True,according to Formula (I)
[0313],Compound 112,,,,True,according to Formula (I)
[0313],Compound 122,,,,True,according to Formula (I)
[0313],methotrexate,,,,False,antimetabolite
[0313],6-mercaptopurine,,,,False,antimetabolite
[0313],6-thioguanine,,,,False,antimetabolite
[0313],cytarabine,,,,False,antimetabolite
[0313],5-fluorouracil,,,,False,antimetabolite
[0313],decarbazine,,,,False,antimetabolite
[0313],mechlorethamine,,,,False,alkylating agent
[0313],thiotepa,,,,False,alkylating agent
[0313],chlorambucil,,,,False,alkylating agent
[0313],melphalan,,,,False,alkylating agent
[0313],carmustine (BSNU),,,,False,alkylating agent
[0313],lomustine (CCNU),,,,False,alkylating agent
[0313],cyclophosphamide,,,,False,alkylating agent
[0313],busulfan,,,,False,alkylating agent
[0313],dibromomannitol,,,,False,alkylating agent
[0313],mitomycin C,,,,False,alkylating agent
[0313],cis-dichlorodiamine platinum (II) (DDP),,,,False,alkylating agent
[0313],daunorubicin,,,,False,anthracycline
[0313],dactinomycin,,,,False,antibiotic
[0313],bleomycin,,,,False,antibiotic
[0313],anthramycin (AMC),,,,False,antibiotic
[0313],vincristine,,,,False,anti-mitotic agent
[0313],vinblastine,,,,False,anti-mitotic agent
[0313],taxol,,,,False,anti-mitotic agent
[0314],gentamycin,,,,False,protein
[0314],amikacin,,,,False,protein
[0314],insulin,,,,False,protein
[0314],erythropoietin (EPO),,,,False,protein
[0314],granulocyte-colony stimulating factor (G-CSF),,,,False,protein
[0314],granulocyte-macrophage colony stimulating factor (GM-CSF),,,,False,protein
[0314],Factor VIR,,,,False,protein
[0314],luteinizing hormone-releasing hormone (LHRH) analogs,,,,False,protein
[0314],interferons,,,,False,protein
[0314],heparin,,,,False,protein
[0314],Hepatitis B surface antigen,,,,False,protein
[0314],typhoid vaccine,,,,False,protein
[0314],cholera vaccine,,,,False,protein
[0315],ribonucleic acid,,,,False,"polynucleotide, therapeutic agent"
[0315],deoxyribonucleic acid,,,,False,"polynucleotide, therapeutic agent"
[0315],messenger mRNA,,,,False,"polynucleotide, therapeutic agent"
[0315],RNAi-inducing agents,,,,False,"polynucleotide, therapeutic agent"
[0315],RNAi agents,,,,False,"polynucleotide, therapeutic agent"
[0315],siRNAs,,,,False,"polynucleotide, therapeutic agent"
[0315],shRNAs,,,,False,"polynucleotide, therapeutic agent"
[0315],miRNAs,,,,False,"polynucleotide, therapeutic agent"
[0315],antisense RNAs,,,,False,"polynucleotide, therapeutic agent"
[0315],ribozymes,,,,False,"polynucleotide, therapeutic agent"
[0315],catalytic DNA,,,,False,"polynucleotide, therapeutic agent"
[0315],RNAs that induce triple helix formation,,,,False,"polynucleotide, therapeutic agent"
[0315],aptamers,,,,False,"polynucleotide, therapeutic agent"
[0315],vectors,,,,False,"polynucleotide, therapeutic agent"
[0315],shortmers,,,,False,"RNA, therapeutic agent"
[0315],antagomirs,,,,False,"RNA, therapeutic agent"
[0315],antisense,,,,False,"RNA, therapeutic agent"
[0315],small interfering RNA (siRNA),,,,False,"RNA, therapeutic agent"
[0315],asymmetrical interfering RNA (aiRNA),,,,False,"RNA, therapeutic agent"
[0315],microRNA (miRNA),,,,False,"RNA, therapeutic agent"
[0315],Dicer-substrate RNA (dsRNA),,,,False,"RNA, therapeutic agent"
[0315],small hairpin RNA (shRNA),,,,False,"RNA, therapeutic agent"
[0315],transfer RNA (tRNA),,,,False,"RNA, therapeutic agent"
[0315],messenger RNA (mRNA),,,,False,"RNA, therapeutic agent"
[0321],carnosine,,,,False,dipeptide
[0321],anserine,,,,False,dipeptide
[0323],A,adenosine,,,False,canonical nucleotide
[0323],G,guanosine,,,False,canonical nucleotide
[0323],C,cytosine,,,False,canonical nucleotide
[0323],U,uridine,,,False,canonical nucleotide
[0323],T,thymidine,,,False,canonical nucleotide
[0325],RNAs,ribonucleic acids,,,False,
[0325],DNAs,deoxyribonucleic acids,,,False,
[0325],TNAs,threose nucleic acids,,,False,
[0325],GNAs,glycol nucleic acids,,,False,
[0325],PNAs,peptide nucleic acids,,,False,
[0325],LNAs,locked nucleic acids,,,False,
[0328],alternative uracil,,,,False,"an alternative pyrimidine, a 5-substituted uracil"
[0328],alternative cytosine,,,,False,a 5-substituted cytosine
[0332],adenine,,,,False,canonical base
[0332],guanine,,,,False,canonical base
[0332],uracil,,,,False,canonical base
[0332],thymine,,,,False,canonical base
[0332],cytosine,,,,False,canonical base
[0333],adenine,,,,False,
[0333],thymine,,,,False,
[0333],adenine-thymine,,,,False,base pair
[0333],adenine-uracil,,,,False,base pair
[0333],guanine,,,,False,
[0333],cytosine,,,,False,
[0333],guanine-cytosine,,,,False,base pair
[0333],inosine,,,,False,alternative nucleotide
[0333],adenine,,,,False,
[0333],cytosine,,,,False,
[0333],uracil,,,,False,
[0334],pseudouridine (ψ),,,,False,alternative uracil
[0334],pyridin-4-one ribonucleoside,,,,False,alternative uracil
[0334],5-aza-uracil,,,,False,alternative uracil
[0334],6-aza-uracil,,,,False,alternative uracil
[0334],2-thio-5-aza-uracil,,,,False,alternative uracil
[0334],2-thio-uracil (s2U),,,,False,alternative uracil
[0334],4-thio-uracil (s4U),,,,False,alternative uracil
[0334],4-thio-pseudouridine,,,,False,alternative uracil
[0334],2-thio-pseudouridine,,,,False,alternative uracil
[0334],5-hydroxy-uracil (ho5U),,,,False,alternative uracil
[0334],5-aminoallyl-uracil,,,,False,alternative uracil
[0334],5-halo-uracil,,,,False,alternative uracil
[0334],5-iodo-uracil,,,,False,alternative uracil
[0334],5-bromo-uracil,,,,False,alternative uracil
[0334],3-methyl-uracil (m3U),,,,False,alternative uracil
[0334],5-methoxy-uracil (mo5U),,,,False,alternative uracil
[0334],uracil 5-oxyacetic acid (cmo5U),,,,False,alternative uracil
[0334],uracil 5-oxyacetic acid methyl ester (mcmo5U),,,,False,alternative uracil
[0334],5-carboxymethyl-uracil (cm5U),,,,False,alternative uracil
[0334],1-carboxymethyl-pseudouridine,,,,False,alternative uracil
[0334],5-carboxyhydroxymethyl-uracil (chm5U),,,,False,alternative uracil
[0334],5-carboxyhydroxymethyl-uracil methyl ester (mchm5U),,,,False,alternative uracil
[0334],5-methoxycarbonylmethyl-uracil (mcm5U),,,,False,alternative uracil
[0334],5-methoxycarbonylmethyl-2-thio-uracil (mcm5s2U),,,,False,alternative uracil
[0334],5-aminomethyl-2-thio-uracil (nm5s2U),,,,False,alternative uracil
[0334],5-methylaminomethyl-uracil (mnm5U),,,,False,alternative uracil
[0334],5-methylaminomethyl-2-thio-uracil (mnm5s2U),,,,False,alternative uracil
[0334],5-methylaminomethyl-2-seleno-uracil (mnm5se2U),,,,False,alternative uracil
[0334],5-carbamoylmethyl-uracil (ncm5U),,,,False,alternative uracil
[0334],5-carboxymethylaminomethyl-uracil (cmnm5U),,,,False,alternative uracil
[0334],5-carboxymethylaminomethyl-2-thio-uracil (cmnm5s2U),,,,False,alternative uracil
[0334],5-propynyl-uracil,,,,False,alternative uracil
[0334],1-propynyl-pseudouracil,,,,False,alternative uracil
[0334],5-taurinomethyl-uracil (τm5U),,,,False,alternative uracil
[0334],1-taurinomethyl-pseudouridine,,,,False,alternative uracil
[0334],5-taurinomethyl-2-thio-uracil(m5s2U),,,,False,alternative uracil
[0334],1-taurinomethyl-4-thio-pseudouridine,,,,False,alternative uracil
[0334],5-methyl-uracil (m5U),,,,False,alternative uracil
[0334],deoxythymine,,,,False,alternative uracil
[0334],1-methyl-pseudouridine (m1ψ),,,,False,alternative uracil
[0334],1-ethyl-pseudouridine (Et1ψ),,,,False,alternative uracil
[0334],5-methyl-2-thio-uracil (m5s2U),,,,False,alternative uracil
[0334],1-methyl-4-thio-pseudouridine (m1ψ),,,,False,alternative uracil
[0334],4-thio-1-methyl-pseudouridine,,,,False,alternative uracil
[0334],3-methyl-pseudouridine (m3ψ),,,,False,alternative uracil
[0334],2-thio-1-methyl-pseudouridine,,,,False,alternative uracil
[0334],1-methyl-1-deaza-pseudouridine,,,,False,alternative uracil
[0334],2-thio-1-methyl-1-deaza-pseudouridine,,,,False,alternative uracil
[0334],dihydrouracil (D),,,,False,alternative uracil
[0334],dihydropseudouridine,,,,False,alternative uracil
[0334],"5,6-dihydrouracil",,,,False,alternative uracil
[0334],5-methyl-dihydrouracil (m5D),,,,False,alternative uracil
[0334],2-thio-dihydrouracil,,,,False,alternative uracil
[0334],2-thio-dihydropseudouridine,,,,False,alternative uracil
[0334],2-methoxy-uracil,,,,False,alternative uracil
[0334],2-methoxy-4-thio-uracil,,,,False,alternative uracil
[0334],4-methoxy-pseudouridine,,,,False,alternative uracil
[0334],4-methoxy-2-thio-pseudouridine,,,,False,alternative uracil
[0334],N1-methyl-pseudouridine,,,,False,alternative uracil
[0334],3-(3-amino-3-carboxypropyl)uracil (acp3U),,,,False,alternative uracil
[0334],1-methyl-3-(3-amino-3-carboxypropyl)pseudouridine (acp3 ψ),,,,False,alternative uracil
[0334],5-(isopentenylaminomethyl)uracil (inm5U),,,,False,alternative uracil
[0334],5-(isopentenylaminomethyl)-2-thio-uracil (inm5s2U),,,,False,alternative uracil
[0334],"5,2′-O-dimethyl-uridine (m5Um)",,,,False,alternative uracil
[0334],2-thio-2′-O-methyl-uridine (s2Um),,,,False,alternative uracil
[0334],5-methoxycarbonylmethyl-2′-O-methyl-uridine (mcm5Um),,,,False,alternative uracil
[0334],5-carbamoylmethyl-2′-O-methyl-uridine (ncm5Um),,,,False,alternative uracil
[0334],5-carboxymethylaminomethyl-2′-O-methyl-uridine (cmnm5Um),,,,False,alternative uracil
[0334],"3,2′-O-dimethyl-uridine (m3Um)",,,,False,alternative uracil
[0334],5-(isopentenylaminomethyl)-2′-O-methyl-uridine (inm5Um),,,,False,alternative uracil
[0334],1-thio-uracil,,,,False,alternative uracil
[0334],deoxythymidine,,,,False,alternative uracil
[0334],5-(2-carbomethoxyvinyl)-uracil,,,,False,alternative uracil
[0334],5-(carbamoylhydroxymethyl)-uracil,,,,False,alternative uracil
[0334],5-carbamoylmethyl-2-thio-uracil,,,,False,alternative uracil
[0334],5-carboxymethyl-2-thio-uracil,,,,False,alternative uracil
[0334],5-cyanomethyl-uracil,,,,False,alternative uracil
[0334],5-methoxy-2-thio-uracil,,,,False,alternative uracil
[0334],5-[3-(1-E-propenylamino)]uracil,,,,False,alternative uracil
[0335],5-aza-cytosine,,,,False,alternative cytosine
[0335],6-aza-cytosine,,,,False,alternative cytosine
[0335],pseudoisocytidine,,,,False,alternative cytosine
[0335],3-methyl-cytosine (m3C),,,,False,alternative cytosine
[0335],N4-acetyl-cytosine (ac4C),,,,False,alternative cytosine
[0335],5-formyl-cytosine (f5C),,,,False,alternative cytosine
[0335],N4-methyl-cytosine (m4C),,,,False,alternative cytosine
[0335],5-methyl-cytosine (m5C),,,,False,alternative cytosine
[0335],5-halo-cytosine,,,,False,alternative cytosine
[0335],5-iodo-cytosine,,,,False,alternative cytosine
[0335],5-hydroxymethyl-cytosine (hm5C),,,,False,alternative cytosine
[0335],1-methyl-pseudoisocytidine,,,,False,alternative cytosine
[0335],pyrrolo-cytosine,,,,False,alternative cytosine
[0335],pyrrolo-pseudoisocytidine,,,,False,alternative cytosine
[0335],2-thio-cytosine (s2C),,,,False,alternative cytosine
[0335],2-thio-5-methyl-cytosine,,,,False,alternative cytosine
[0335],4-thio-pseudoisocytidine,,,,False,alternative cytosine
[0335],4-thio-1-methyl-pseudoisocytidine,,,,False,alternative cytosine
[0335],4-thio-1-methyl-1-deaza-pseudoisocytidine,,,,False,alternative cytosine
[0335],1-methyl-1-deaza-pseudoisocytidine,,,,False,alternative cytosine
